日期,配额类型,开盘价,最高价,最低价,收盘价,涨幅,日成交量,日成交额,交易方式
2022-03-02,CEA,57.8,58.9,57.8,57.9,0.17,110.0,6369.0,挂牌协议交易
2022-03-02,CEA,57.8,58.9,57.8,57.9,0.17,200000.0,11300000.0,大宗协议交易
2022-03-03,CEA,57.9,57.9,57.9,57.9,0.0,20.0,1158.0,挂牌协议交易
2022-03-04,CEA,57.9,57.9,57.9,57.9,0.0,150.0,8685.0,挂牌协议交易
2022-03-07,CEA,58.0,58.0,57.0,57.04,-1.49,520.0,29660.0,挂牌协议交易
2022-03-08,CEA,57.0,57.0,57.0,57.0,-0.07,500.0,28500.0,挂牌协议交易
2022-03-09,CEA,58.0,58.0,58.0,58.0,1.75,80.0,4640.0,挂牌协议交易
2022-03-10,CEA,57.0,57.9,57.0,57.26,-1.28,700.0,40080.0,挂牌协议交易
2022-03-11,CEA,57.6,57.6,57.6,57.6,0.59,60.0,3456.0,挂牌协议交易
2022-03-14,CEA,58.0,58.0,58.0,58.0,0.69,20.0,1160.0,挂牌协议交易
2022-03-15,CEA,58.0,58.0,57.5,57.77,-0.4,748.0,43214.9,挂牌协议交易
2022-03-15,CEA,58.0,58.0,57.5,57.77,-0.4,190656.0,10581408.0,大宗协议交易
2022-03-16,CEA,57.0,57.0,57.0,57.0,-1.33,520.0,29640.0,挂牌协议交易
2022-03-17,CEA,57.0,57.0,57.0,57.0,0.0,13010.0,741570.0,挂牌协议交易
2022-03-18,CEA,58.0,58.0,58.0,58.0,1.75,15.0,870.0,挂牌协议交易
2022-03-18,CEA,58.0,58.0,58.0,58.0,1.75,150000.0,8325000.0,大宗协议交易
2022-03-21,CEA,58.5,58.5,58.5,58.5,0.86,20.0,1170.0,挂牌协议交易
2022-03-22,CEA,58.0,58.0,58.0,58.0,-0.85,50.0,2900.0,挂牌协议交易
2022-03-23,CEA,58.4,58.4,58.4,58.4,0.69,60.0,3504.0,挂牌协议交易
2022-03-24,CEA,59.0,59.0,58.0,58.01,-0.67,81685.0,4738930.0,挂牌协议交易
2022-03-25,CEA,58.0,58.0,58.0,58.0,-0.02,15.0,870.0,挂牌协议交易
2022-03-28,CEA,58.0,58.0,58.0,58.0,0.0,15.0,870.0,挂牌协议交易
2022-03-29,CEA,58.5,58.5,58.5,58.5,0.86,50.0,2925.0,挂牌协议交易
2022-03-30,CEA,58.5,58.5,58.5,58.5,0.0,1500.0,87750.0,挂牌协议交易
2022-03-31,CEA,58.5,58.7,58.5,58.55,0.09,68000.0,3981600.0,挂牌协议交易
2022-04-01,CEA,58.5,58.5,58.5,58.5,-0.09,50.0,2925.0,挂牌协议交易
2022-04-06,CEA,60.0,60.0,60.0,60.0,2.56,4206.0,252360.0,挂牌协议交易
2022-04-07,CEA,59.0,59.0,59.0,59.0,-1.67,50.0,2950.0,挂牌协议交易
2022-04-08,CEA,59.0,60.0,59.0,59.99,1.68,789.0,47330.0,挂牌协议交易
2022-04-08,CEA,59.0,60.0,59.0,59.99,1.68,130000.0,7410000.0,大宗协议交易
2022-04-11,CEA,60.0,60.0,60.0,60.0,0.02,50.0,3000.0,挂牌协议交易
2022-04-12,CEA,60.0,60.0,60.0,60.0,0.0,10.0,600.0,挂牌协议交易
2022-04-12,CEA,60.0,60.0,60.0,60.0,0.0,100000.0,5750000.0,大宗协议交易
2022-04-13,CEA,60.0,60.0,60.0,60.0,0.0,10.0,600.0,挂牌协议交易
2022-04-14,CEA,60.0,60.0,60.0,60.0,0.0,10.0,600.0,挂牌协议交易
2022-04-15,CEA,60.0,60.0,60.0,60.0,0.0,10.0,600.0,挂牌协议交易
2022-04-15,CEA,60.0,60.0,60.0,60.0,0.0,275880.0,15725160.0,大宗协议交易
2022-04-18,CEA,60.0,60.0,60.0,60.0,0.0,10.0,600.0,挂牌协议交易
2022-04-19,CEA,60.0,60.0,60.0,60.0,0.0,50.0,3000.0,挂牌协议交易
2022-04-20,CEA,60.0,60.0,60.0,60.0,0.0,10.0,600.0,挂牌协议交易
2022-04-21,CEA,60.0,60.0,60.0,60.0,0.0,10.0,600.0,挂牌协议交易
2022-04-22,CEA,60.0,60.0,60.0,60.0,0.0,80.0,4800.0,挂牌协议交易
2022-04-25,CEA,60.0,60.0,60.0,60.0,0.0,10.0,600.0,挂牌协议交易
2022-04-25,CEA,60.0,60.0,60.0,60.0,0.0,280000.0,15120000.0,大宗协议交易
2022-04-26,CEA,60.0,60.0,60.0,60.0,0.0,10.0,600.0,挂牌协议交易
2022-04-26,CEA,60.0,60.0,60.0,60.0,0.0,319213.0,18354747.5,大宗协议交易
2022-04-27,CEA,60.0,60.0,59.0,59.0,-1.67,40010.0,2360600.0,挂牌协议交易
2022-04-28,CEA,59.0,59.0,59.0,59.0,0.0,10.0,590.0,挂牌协议交易
2022-04-29,CEA,58.0,59.0,58.0,58.8,-0.34,50.0,2940.0,挂牌协议交易
2022-04-29,CEA,58.0,59.0,58.0,58.8,-0.34,300000.0,17550000.0,大宗协议交易
2022-05-05,CEA,58.0,60.0,58.0,58.0,-1.36,100010.0,5800600.0,挂牌协议交易
2022-05-05,CEA,58.0,60.0,58.0,58.0,-1.36,110000.0,5940000.0,大宗协议交易
2022-05-06,CEA,58.0,58.0,58.0,58.0,0.0,10.0,580.0,挂牌协议交易
2022-05-06,CEA,58.0,58.0,58.0,58.0,0.0,580000.0,33930000.0,大宗协议交易
2022-05-09,CEA,58.0,58.0,58.0,58.0,0.0,3668.0,212744.0,挂牌协议交易
2022-05-09,CEA,58.0,58.0,58.0,58.0,0.0,110000.0,6600000.0,大宗协议交易
2022-05-10,CEA,58.0,58.0,58.0,58.0,0.0,10.0,580.0,挂牌协议交易
2022-05-11,CEA,58.0,58.0,58.0,58.0,0.0,10.0,580.0,挂牌协议交易
2022-05-12,CEA,58.0,58.0,58.0,58.0,0.0,10.0,580.0,挂牌协议交易
2022-05-13,CEA,58.0,58.0,58.0,58.0,0.0,10.0,580.0,挂牌协议交易
2022-05-16,CEA,58.0,58.0,58.0,58.0,0.0,10.0,580.0,挂牌协议交易
2022-05-17,CEA,58.0,58.0,58.0,58.0,0.0,10.0,580.0,挂牌协议交易
2022-05-18,CEA,58.0,58.0,58.0,58.0,0.0,10.0,580.0,挂牌协议交易
2022-05-19,CEA,58.0,58.0,58.0,58.0,0.0,10.0,580.0,挂牌协议交易
2022-05-19,CEA,58.0,58.0,58.0,58.0,0.0,200000.0,12200000.0,大宗协议交易
2022-05-20,CEA,58.0,58.0,58.0,58.0,0.0,10.0,580.0,挂牌协议交易
2022-05-23,CEA,59.0,59.0,58.0,58.97,1.67,310.0,18280.0,挂牌协议交易
2022-05-24,CEA,59.0,61.0,59.0,59.18,0.36,11.0,651.0,挂牌协议交易
2022-05-25,CEA,59.0,59.0,59.0,59.0,-0.3,10.0,590.0,挂牌协议交易
2022-05-26,CEA,59.0,59.0,59.0,59.0,0.0,10.0,590.0,挂牌协议交易
2022-05-26,CEA,59.0,59.0,59.0,59.0,0.0,130000.0,7670000.0,大宗协议交易
2022-05-27,CEA,59.0,59.0,59.0,59.0,0.0,21010.0,1239590.0,挂牌协议交易
2022-05-27,CEA,59.0,59.0,59.0,59.0,0.0,400000.0,21800000.0,大宗协议交易
2022-05-30,CEA,59.0,59.0,59.0,59.0,0.0,10.0,590.0,挂牌协议交易
2022-05-31,CEA,59.0,59.0,59.0,59.0,0.0,10.0,590.0,挂牌协议交易
2022-05-31,CEA,59.0,59.0,59.0,59.0,0.0,600000.0,32700000.0,大宗协议交易
2022-06-01,CEA,59.0,59.0,59.0,59.0,0.0,10.0,590.0,挂牌协议交易
2022-06-01,CEA,59.0,59.0,59.0,59.0,0.0,100000.0,5500000.0,大宗协议交易
2022-06-02,CEA,59.0,59.0,59.0,59.0,0.0,10.0,590.0,挂牌协议交易
2022-06-06,CEA,59.0,59.0,59.0,59.0,0.0,10.0,590.0,挂牌协议交易
2022-06-07,CEA,59.0,59.0,59.0,59.0,0.0,10.0,590.0,挂牌协议交易
2022-06-08,CEA,59.0,59.0,59.0,59.0,0.0,10.0,590.0,挂牌协议交易
2022-06-09,CEA,59.0,59.0,59.0,59.0,0.0,10.0,590.0,挂牌协议交易
2022-06-09,CEA,59.0,59.0,59.0,59.0,0.0,150000.0,8955000.0,大宗协议交易
2022-06-10,CEA,59.0,59.0,59.0,59.0,0.0,10.0,590.0,挂牌协议交易
2022-06-13,CEA,59.0,59.0,59.0,59.0,0.0,10.0,590.0,挂牌协议交易
2022-06-14,CEA,59.0,59.0,59.0,59.0,0.0,10.0,590.0,挂牌协议交易
2022-06-15,CEA,59.0,59.0,59.0,59.0,0.0,10.0,590.0,挂牌协议交易
2022-06-16,CEA,59.0,59.0,59.0,59.0,0.0,10.0,590.0,挂牌协议交易
2022-06-17,CEA,59.0,59.0,59.0,59.0,0.0,10.0,590.0,挂牌协议交易
2022-06-20,CEA,59.0,59.5,59.0,59.25,0.42,20.0,1185.0,挂牌协议交易
2022-06-21,CEA,59.6,59.6,59.6,59.6,0.59,50.0,2980.0,挂牌协议交易
2022-06-22,CEA,60.0,60.0,60.0,60.0,0.67,30.0,1800.0,挂牌协议交易
2022-06-22,CEA,60.0,60.0,60.0,60.0,0.67,150000.0,9000000.0,大宗协议交易
2022-06-23,CEA,60.0,60.0,60.0,60.0,0.0,10.0,600.0,挂牌协议交易
2022-06-23,CEA,60.0,60.0,60.0,60.0,0.0,250000.0,13750000.0,大宗协议交易
2022-06-24,CEA,60.0,60.0,60.0,60.0,0.0,10.0,600.0,挂牌协议交易
2022-06-24,CEA,60.0,60.0,60.0,60.0,0.0,120000.0,7344000.0,大宗协议交易
2022-06-27,CEA,60.0,60.0,60.0,60.0,0.0,10.0,600.0,挂牌协议交易
2022-06-28,CEA,59.0,59.0,59.0,59.0,-1.67,20.0,1180.0,挂牌协议交易
2022-06-29,CEA,58.0,58.0,58.0,58.0,-1.69,10.0,580.0,挂牌协议交易
2022-06-30,CEA,57.5,57.5,57.5,57.5,-0.86,10.0,575.0,挂牌协议交易
2022-07-01,CEA,58.5,58.5,58.0,58.0,0.87,124940.0,7246525.0,挂牌协议交易
2022-07-01,CEA,58.5,58.5,58.0,58.0,0.87,200000.0,11500000.0,大宗协议交易
2022-07-04,CEA,59.0,59.0,59.0,59.0,1.72,10.0,590.0,挂牌协议交易
2022-07-05,CEA,57.5,57.5,57.5,57.5,-2.54,10000.0,575000.0,挂牌协议交易
2022-07-06,CEA,58.0,58.0,55.0,57.27,-0.4,80031.0,4583589.6,挂牌协议交易
2022-07-07,CEA,59.0,59.0,59.0,59.0,3.02,1000.0,59000.0,挂牌协议交易
2022-07-08,CEA,60.0,60.0,57.0,57.02,-3.36,49200.0,2805180.5,挂牌协议交易
2022-07-11,CEA,58.0,58.0,58.0,58.0,1.72,58.0,3364.0,挂牌协议交易
2022-07-12,CEA,58.0,58.0,58.0,58.0,0.0,10.0,580.0,挂牌协议交易
2022-07-13,CEA,59.1,59.1,59.1,59.1,1.9,10.0,591.0,挂牌协议交易
2022-07-14,CEA,57.0,58.0,57.0,57.26,-3.11,27446.0,1571526.46,挂牌协议交易
2022-07-15,CEA,60.0,60.0,57.9,58.24,1.71,2500.0,145600.0,挂牌协议交易
2022-07-18,CEA,58.6,58.6,57.6,57.6,-1.1,10010.0,576586.0,挂牌协议交易
2022-07-19,CEA,57.4,57.4,57.4,57.4,-0.35,10000.0,574000.0,挂牌协议交易
2022-07-20,CEA,56.8,58.22,56.0,57.34,-0.1,30044.0,1722664.0,挂牌协议交易
2022-07-21,CEA,58.22,58.22,58.22,58.22,1.53,25000.0,1455500.0,挂牌协议交易
2022-07-21,CEA,58.22,58.22,58.22,58.22,1.53,150000.0,8925000.0,大宗协议交易
2022-07-22,CEA,57.0,57.0,57.0,57.0,-2.1,10000.0,570000.0,挂牌协议交易
2022-07-25,CEA,57.3,57.3,57.3,57.3,0.53,100.0,5730.0,挂牌协议交易
2022-07-26,CEA,57.3,57.3,57.3,57.3,0.0,100.0,5730.0,挂牌协议交易
2022-07-27,CEA,57.0,57.0,57.0,57.0,-0.52,250.0,14250.0,挂牌协议交易
2022-07-28,CEA,57.0,59.0,57.0,58.96,3.44,61081.0,3601617.0,挂牌协议交易
2022-07-28,CEA,57.0,59.0,57.0,58.96,3.44,150000.0,8895000.0,大宗协议交易
2022-07-29,CEA,58.0,58.0,58.0,58.0,-1.63,200.0,11600.0,挂牌协议交易
2022-07-29,CEA,58.0,58.0,58.0,58.0,-1.63,150000.0,9381000.0,大宗协议交易
2022-08-01,CEA,58.0,59.5,58.0,58.68,1.17,2800.0,164300.0,挂牌协议交易
2022-08-02,CEA,57.0,59.0,57.0,57.35,-2.27,1731.0,99267.0,挂牌协议交易
2022-08-03,CEA,57.5,57.5,57.5,57.5,0.26,500.0,28750.0,挂牌协议交易
2022-08-04,CEA,57.5,57.5,57.5,57.5,0.0,500.0,28750.0,挂牌协议交易
2022-08-05,CEA,58.5,58.5,58.5,58.5,1.74,68765.0,4022752.5,挂牌协议交易
2022-08-08,CEA,59.0,59.0,59.0,59.0,0.85,3000.0,177000.0,挂牌协议交易
2022-08-09,CEA,58.0,59.0,58.0,58.88,-0.2,1700.0,100100.0,挂牌协议交易
2022-08-09,CEA,58.0,59.0,58.0,58.88,-0.2,100000.0,4582000.0,大宗协议交易
2022-08-10,CEA,58.0,58.0,58.0,58.0,-1.49,17300.0,1003400.0,挂牌协议交易
2022-08-11,CEA,58.0,58.0,58.0,58.0,0.0,5200.0,301600.0,挂牌协议交易
2022-08-12,CEA,58.0,58.0,58.0,58.0,0.0,200.0,11600.0,挂牌协议交易
2022-08-12,CEA,58.0,58.0,58.0,58.0,0.0,121335.0,7098097.5,大宗协议交易
2022-08-15,CEA,58.0,58.0,58.0,58.0,0.0,200.0,11600.0,挂牌协议交易
2022-08-16,CEA,58.0,58.0,58.0,58.0,0.0,200.0,11600.0,挂牌协议交易
2022-08-17,CEA,58.0,58.0,58.0,58.0,0.0,200.0,11600.0,挂牌协议交易
2022-08-18,CEA,58.0,58.0,58.0,58.0,0.0,200.0,11600.0,挂牌协议交易
2022-08-19,CEA,58.0,58.0,58.0,58.0,0.0,80000.0,4640000.0,挂牌协议交易
2022-08-22,CEA,58.0,58.0,58.0,58.0,0.0,200.0,11600.0,挂牌协议交易
2022-08-23,CEA,58.8,59.5,58.8,58.8,1.38,12002.0,705719.0,挂牌协议交易
2022-08-24,CEA,58.5,58.5,58.0,58.42,-0.65,118.0,6894.0,挂牌协议交易
2022-08-25,CEA,58.5,58.5,58.5,58.5,0.14,100.0,5850.0,挂牌协议交易
2022-08-26,CEA,58.5,58.5,58.5,58.5,0.0,668.0,39078.0,挂牌协议交易
2022-08-29,CEA,58.5,58.5,58.5,58.5,0.0,668.0,39078.0,挂牌协议交易
2022-08-29,CEA,58.5,58.5,58.5,58.5,0.0,130000.0,7605000.0,大宗协议交易
2022-08-30,CEA,58.0,58.0,58.0,58.0,-0.85,200.0,11600.0,挂牌协议交易
2022-08-31,CEA,58.0,58.0,58.0,58.0,0.0,200.0,11600.0,挂牌协议交易
2022-09-01,CEA,58.0,58.0,58.0,58.0,0.0,200.0,11600.0,挂牌协议交易
2022-09-02,CEA,58.0,58.0,58.0,58.0,0.0,200.0,11600.0,挂牌协议交易
2022-09-05,CEA,58.5,58.5,58.5,58.5,0.86,10.0,585.0,挂牌协议交易
2022-09-06,CEA,58.5,59.0,58.5,58.98,0.82,2100.0,123850.0,挂牌协议交易
2022-09-07,CEA,58.5,59.0,58.5,58.99,0.02,6090.0,359260.0,挂牌协议交易
2022-09-08,CEA,58.5,58.5,58.5,58.5,-0.83,100.0,5850.0,挂牌协议交易
2022-09-09,CEA,58.0,58.0,58.0,58.0,-0.85,100.0,5800.0,挂牌协议交易
2022-09-13,CEA,58.0,58.0,58.0,58.0,0.0,100.0,5800.0,挂牌协议交易
2022-09-14,CEA,58.5,58.5,58.5,58.5,0.86,100.0,5850.0,挂牌协议交易
2022-09-15,CEA,58.0,58.0,58.0,58.0,-0.85,100.0,5800.0,挂牌协议交易
2022-09-16,CEA,58.0,58.0,58.0,58.0,0.0,100.0,5800.0,挂牌协议交易
2022-09-19,CEA,58.0,58.0,58.0,58.0,0.0,100.0,5800.0,挂牌协议交易
2022-09-20,CEA,58.0,58.0,58.0,58.0,0.0,100.0,5800.0,挂牌协议交易
2022-09-21,CEA,58.0,58.0,58.0,58.0,0.0,100.0,5800.0,挂牌协议交易
2022-09-22,CEA,58.0,58.0,58.0,58.0,0.0,100.0,5800.0,挂牌协议交易
2022-09-23,CEA,57.0,57.5,57.0,57.48,-0.9,210.0,12070.0,挂牌协议交易
2022-09-26,CEA,57.5,57.5,57.5,57.5,0.03,200.0,11500.0,挂牌协议交易
2022-09-27,CEA,57.5,57.5,57.5,57.5,0.0,200.0,11500.0,挂牌协议交易
2022-09-28,CEA,57.5,57.5,57.5,57.5,0.0,200.0,11500.0,挂牌协议交易
2022-09-29,CEA,57.5,57.5,57.5,57.5,0.0,200.0,11500.0,挂牌协议交易
2022-09-30,CEA,57.5,57.5,57.5,57.5,0.0,200.0,11500.0,挂牌协议交易
2022-10-10,CEA,57.5,57.5,57.5,57.5,0.0,200.0,11500.0,挂牌协议交易
2022-10-11,CEA,57.52,58.45,57.52,58.34,1.46,11000.0,641770.0,挂牌协议交易
2022-10-11,CEA,57.52,58.45,57.52,58.34,1.46,180000.0,10440000.0,大宗协议交易
2022-10-12,CEA,58.0,58.0,58.0,58.0,-0.58,200.0,11600.0,挂牌协议交易
2022-10-13,CEA,57.5,58.0,57.5,57.75,-0.43,400.0,23100.0,挂牌协议交易
2022-10-14,CEA,58.0,58.0,58.0,58.0,0.43,300.0,17400.0,挂牌协议交易
2022-10-17,CEA,58.5,58.5,58.0,58.48,0.83,10260.0,599961.0,挂牌协议交易
2022-10-18,CEA,58.0,58.0,58.0,58.0,-0.82,300.0,17400.0,挂牌协议交易
2022-10-19,CEA,58.5,58.5,58.5,58.5,0.86,169400.0,9909900.0,挂牌协议交易
2022-10-20,CEA,58.0,58.0,57.5,57.55,-1.62,11000.0,633000.0,挂牌协议交易
2022-10-21,CEA,58.5,58.5,58.0,58.49,1.63,55000.0,3217000.0,挂牌协议交易
2022-10-24,CEA,58.0,58.0,58.0,58.0,-0.84,1000.0,58000.0,挂牌协议交易
2022-10-25,CEA,58.7,58.7,58.7,58.7,1.21,15000.0,880500.0,挂牌协议交易
2022-10-26,CEA,58.0,58.0,58.0,58.0,-1.19,5000.0,290000.0,挂牌协议交易
2022-10-26,CEA,58.0,58.0,58.0,58.0,-1.19,130000.0,7735000.0,大宗协议交易
2022-10-27,CEA,58.5,58.5,58.5,58.5,0.86,21000.0,1228500.0,挂牌协议交易
2022-10-27,CEA,58.5,58.5,58.5,58.5,0.86,108274.0,6171618.0,大宗协议交易
2022-10-28,CEA,58.0,58.0,58.0,58.0,-0.85,5000.0,290000.0,挂牌协议交易
2022-10-31,CEA,58.0,58.0,58.0,58.0,0.0,5000.0,290000.0,挂牌协议交易
2022-10-31,CEA,58.0,58.0,58.0,58.0,0.0,241412.0,10380716.0,大宗协议交易
2022-11-01,CEA,58.0,58.0,58.0,58.0,0.0,5000.0,290000.0,挂牌协议交易
2022-11-02,CEA,58.0,58.0,58.0,58.0,0.0,500.0,29000.0,挂牌协议交易
2022-11-02,CEA,58.0,58.0,58.0,58.0,0.0,559797.0,23813764.38,大宗协议交易
2022-11-03,CEA,58.0,58.0,58.0,58.0,0.0,17242.0,1000036.0,挂牌协议交易
2022-11-04,CEA,58.0,58.0,58.0,58.0,0.0,500.0,29000.0,挂牌协议交易
2022-11-04,CEA,58.0,58.0,58.0,58.0,0.0,480000.0,28080000.0,大宗协议交易
2022-11-07,CEA,58.0,58.1,58.0,58.08,0.14,87000.0,5053000.0,挂牌协议交易
2022-11-08,CEA,57.7,58.2,57.7,57.87,-0.36,45398.0,2627084.2,挂牌协议交易
2022-11-09,CEA,58.0,58.0,58.0,58.0,0.22,3000.0,174000.0,挂牌协议交易
2022-11-10,CEA,58.0,58.0,58.0,58.0,0.0,1725.0,100050.0,挂牌协议交易
2022-11-11,CEA,58.0,58.0,58.0,58.0,0.0,5000.0,290000.0,挂牌协议交易
2022-11-14,CEA,58.0,58.0,57.3,57.87,-0.22,72275.0,4182250.0,挂牌协议交易
2022-11-14,CEA,58.0,58.0,57.3,57.87,-0.22,250000.0,14800000.0,大宗协议交易
2022-11-15,CEA,57.5,57.5,57.5,57.5,-0.64,200.0,11500.0,挂牌协议交易
2022-11-16,CEA,57.8,57.8,57.8,57.8,0.52,34137.0,1973118.6,挂牌协议交易
2022-11-17,CEA,57.8,57.8,57.8,57.8,0.0,20000.0,1156000.0,挂牌协议交易
2022-11-17,CEA,57.8,57.8,57.8,57.8,0.0,920757.0,52483149.0,大宗协议交易
2022-11-18,CEA,57.5,57.7,57.5,57.5,-0.52,420010.0,24150577.0,挂牌协议交易
2022-11-21,CEA,57.8,57.8,57.8,57.8,0.52,297.0,17166.6,挂牌协议交易
2022-11-22,CEA,57.8,57.9,57.7,57.8,0.0,820050.0,47399890.0,挂牌协议交易
2022-11-22,CEA,57.8,57.9,57.7,57.8,0.0,100000.0,5830000.0,大宗协议交易
2022-11-23,CEA,58.0,58.0,58.0,58.0,0.35,2553.0,148074.0,挂牌协议交易
2022-11-24,CEA,58.0,58.0,58.0,58.0,0.0,200.0,11600.0,挂牌协议交易
2022-11-24,CEA,58.0,58.0,58.0,58.0,0.0,205000.0,9942500.0,大宗协议交易
2022-11-25,CEA,58.1,58.1,57.5,57.8,-0.34,747774.0,43222969.8,挂牌协议交易
2022-11-25,CEA,58.1,58.1,57.5,57.8,-0.34,1585000.0,85921500.0,大宗协议交易
2022-11-28,CEA,57.8,57.8,57.8,57.8,0.0,500.0,28900.0,挂牌协议交易
2022-11-28,CEA,57.8,57.8,57.8,57.8,0.0,363576.0,18925620.0,大宗协议交易
2022-11-29,CEA,58.0,58.0,57.8,57.8,0.0,501.0,28958.0,挂牌协议交易
2022-11-29,CEA,58.0,58.0,57.8,57.8,0.0,200000.0,11800000.0,大宗协议交易
2022-11-30,CEA,57.8,57.8,57.5,57.52,-0.48,350380.0,20155126.0,挂牌协议交易
2022-12-01,CEA,57.52,57.7,57.52,57.7,0.31,200523.0,11570139.3,挂牌协议交易
2022-12-01,CEA,57.52,57.7,57.52,57.7,0.31,199990.0,11691415.4,大宗协议交易
2022-12-02,CEA,55.0,57.7,55.0,57.69,-0.02,502.0,28960.0,挂牌协议交易
2022-12-05,CEA,53.0,58.0,53.0,57.0,-1.2,2500.0,142500.0,挂牌协议交易
2022-12-06,CEA,58.0,58.0,57.0,57.39,0.68,6100.0,350050.0,挂牌协议交易
2022-12-07,CEA,58.0,58.0,57.0,57.44,0.09,13510.0,776080.0,挂牌协议交易
2022-12-08,CEA,57.5,57.5,57.5,57.5,0.1,9000.0,517500.0,挂牌协议交易
2022-12-09,CEA,57.0,57.5,57.0,57.03,-0.82,93000.0,5303500.0,挂牌协议交易
