日期,配额类型,开盘价,最高价,最低价,收盘价,涨幅,日成交量,日成交额,交易方式
2022-12-09,CEA,57.0,57.5,57.0,57.03,-0.82,200000.0,11700000.0,大宗协议交易
2022-12-12,CEA,56.8,56.8,56.8,56.8,-0.4,100.0,5680.0,挂牌协议交易
2022-12-13,CEA,56.79,56.8,56.51,56.55,-0.44,8000.0,452370.28,挂牌协议交易
2022-12-14,CEA,56.0,56.8,54.0,55.3,-2.21,149818.0,8285206.0,挂牌协议交易
2022-12-14,CEA,56.0,56.8,54.0,55.3,-2.21,691952.0,39922291.36,大宗协议交易
2022-12-15,CEA,57.0,57.0,57.0,57.0,3.07,82000.0,4674000.0,挂牌协议交易
2022-12-15,CEA,57.0,57.0,57.0,57.0,3.07,302129.0,17387523.95,大宗协议交易
2022-12-16,CEA,57.0,57.0,57.0,57.0,0.0,51000.0,2907000.0,挂牌协议交易
2022-12-16,CEA,57.0,57.0,57.0,57.0,0.0,1264400.0,70766000.0,大宗协议交易
2022-12-19,CEA,55.0,55.0,55.0,55.0,-3.51,40000.0,2200000.0,挂牌协议交易
2022-12-19,CEA,55.0,55.0,55.0,55.0,-3.51,2157085.0,117621207.67,大宗协议交易
2022-12-20,CEA,56.0,56.0,56.0,56.0,1.82,500.0,28000.0,挂牌协议交易
2022-12-20,CEA,56.0,56.0,56.0,56.0,1.82,2507877.0,141382538.73,大宗协议交易
2022-12-21,CEA,56.0,57.5,56.0,56.0,0.0,12298.0,688689.5,挂牌协议交易
2022-12-21,CEA,56.0,57.5,56.0,56.0,0.0,9125285.0,504649970.04,大宗协议交易
2022-12-22,CEA,56.0,56.5,56.0,56.5,0.89,60500.0,3418000.0,挂牌协议交易
2022-12-22,CEA,56.0,56.5,56.0,56.5,0.89,2617774.0,148248944.0,大宗协议交易
2022-12-23,CEA,56.5,56.5,56.5,56.5,0.0,110.0,6215.0,挂牌协议交易
2022-12-23,CEA,56.5,56.5,56.5,56.5,0.0,1610000.0,88482500.0,大宗协议交易
2022-12-26,CEA,56.3,56.5,56.0,56.26,-0.42,183955.0,10349530.0,挂牌协议交易
2022-12-26,CEA,56.3,56.5,56.0,56.26,-0.42,1803296.0,99685280.0,大宗协议交易
2022-12-27,CEA,56.3,56.3,55.5,56.3,0.07,40011.0,2252610.5,挂牌协议交易
2022-12-27,CEA,56.3,56.3,55.5,56.3,0.07,986725.0,56894823.5,大宗协议交易
2022-12-28,CEA,56.3,56.5,55.0,55.9,-0.71,21787.0,1217935.0,挂牌协议交易
2022-12-28,CEA,56.3,56.5,55.0,55.9,-0.71,1260200.0,68391200.0,大宗协议交易
2022-12-29,CEA,55.0,55.0,55.0,55.0,-1.61,96304.0,5296720.0,挂牌协议交易
2022-12-29,CEA,55.0,55.0,55.0,55.0,-1.61,424076.0,20364843.88,大宗协议交易
2022-12-30,CEA,55.0,55.0,55.0,55.0,0.0,30681.0,1687455.0,挂牌协议交易
2023-01-03,CEA,55.0,55.0,55.0,55.0,0.0,100.0,5500.0,挂牌协议交易
2023-01-04,CEA,55.0,55.0,55.0,55.0,0.0,100.0,5500.0,挂牌协议交易
2023-01-05,CEA,55.0,55.0,55.0,55.0,0.0,4291.0,236005.0,挂牌协议交易
2023-01-06,CEA,56.0,56.0,56.0,56.0,1.82,1000.0,56000.0,挂牌协议交易
2023-01-09,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-01-10,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-01-11,CEA,55.73,55.73,55.73,55.73,-0.48,100.0,5573.0,挂牌协议交易
2023-01-12,CEA,55.5,55.5,55.5,55.5,-0.41,100.0,5550.0,挂牌协议交易
2023-01-13,CEA,55.5,55.5,55.5,55.5,0.0,100.0,5550.0,挂牌协议交易
2023-01-16,CEA,55.73,55.73,55.73,55.73,0.41,150000.0,8359500.0,挂牌协议交易
2023-01-17,CEA,55.73,55.73,55.73,55.73,0.0,99999.0,5572944.27,挂牌协议交易
2023-01-18,CEA,56.0,56.0,56.0,56.0,0.48,100.0,5600.0,挂牌协议交易
2023-01-19,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-01-20,CEA,56.0,56.0,56.0,56.0,0.0,10.0,560.0,挂牌协议交易
2023-01-30,CEA,56.0,56.0,56.0,56.0,0.0,600.0,33600.0,挂牌协议交易
2023-01-31,CEA,56.0,56.0,56.0,56.0,0.0,600.0,33600.0,挂牌协议交易
2023-02-01,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-02-02,CEA,56.0,56.0,56.0,56.0,0.0,300.0,16800.0,挂牌协议交易
2023-02-03,CEA,56.0,56.0,56.0,56.0,0.0,110.0,6160.0,挂牌协议交易
2023-02-06,CEA,56.0,56.0,56.0,56.0,0.0,600.0,33600.0,挂牌协议交易
2023-02-07,CEA,56.0,56.0,56.0,56.0,0.0,8500.0,476000.0,挂牌协议交易
2023-02-08,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-02-09,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-02-09,CEA,56.0,56.0,56.0,56.0,0.0,100000.0,5550000.0,大宗协议交易
2023-02-10,CEA,56.0,56.0,56.0,56.0,0.0,10.0,560.0,挂牌协议交易
2023-02-13,CEA,56.0,56.0,56.0,56.0,0.0,500.0,28000.0,挂牌协议交易
2023-02-14,CEA,56.0,56.0,56.0,56.0,0.0,500.0,28000.0,挂牌协议交易
2023-02-14,CEA,56.0,56.0,56.0,56.0,0.0,200000.0,11500000.0,大宗协议交易
2023-02-15,CEA,56.0,57.5,56.0,56.04,0.07,20510.0,1149310.0,挂牌协议交易
2023-02-15,CEA,56.0,57.5,56.0,56.04,0.07,300000.0,17250000.0,大宗协议交易
2023-02-16,CEA,56.3,56.3,56.2,56.3,0.46,10466.0,589185.8,挂牌协议交易
2023-02-17,CEA,56.3,56.3,56.3,56.3,0.0,200000.0,11260000.0,挂牌协议交易
2023-02-20,CEA,56.2,56.2,56.2,56.2,-0.18,500.0,28100.0,挂牌协议交易
2023-02-21,CEA,57.0,57.0,57.0,57.0,1.42,500.0,28500.0,挂牌协议交易
2023-02-22,CEA,57.0,57.0,57.0,57.0,0.0,500.0,28500.0,挂牌协议交易
2023-02-23,CEA,56.5,56.5,56.5,56.5,-0.88,500.0,28250.0,挂牌协议交易
2023-02-24,CEA,56.5,56.5,56.5,56.5,0.0,10.0,565.0,挂牌协议交易
2023-02-24,CEA,56.5,56.5,56.5,56.5,0.0,1000000.0,55000000.0,大宗协议交易
2023-02-27,CEA,55.0,55.0,55.0,55.0,-2.65,10000.0,550000.0,挂牌协议交易
2023-02-28,CEA,55.0,55.0,55.0,55.0,0.0,500.0,27500.0,挂牌协议交易
2023-03-01,CEA,55.0,56.5,55.0,55.5,0.91,1500.0,83250.0,挂牌协议交易
2023-03-02,CEA,55.0,55.0,55.0,55.0,-0.9,1000.0,55000.0,挂牌协议交易
2023-03-03,CEA,56.0,56.0,56.0,56.0,1.82,10.0,560.0,挂牌协议交易
2023-03-03,CEA,56.0,56.0,56.0,56.0,1.82,300000.0,17010000.0,大宗协议交易
2023-03-06,CEA,55.0,56.0,55.0,55.5,-0.89,1010.0,56060.0,挂牌协议交易
2023-03-07,CEA,56.0,56.0,56.0,56.0,0.9,500.0,28000.0,挂牌协议交易
2023-03-07,CEA,56.0,56.0,56.0,56.0,0.9,200000.0,11340000.0,大宗协议交易
2023-03-08,CEA,56.0,56.0,56.0,56.0,0.0,500.0,28000.0,挂牌协议交易
2023-03-09,CEA,56.0,56.0,56.0,56.0,0.0,1000.0,56000.0,挂牌协议交易
2023-03-10,CEA,56.0,56.0,56.0,56.0,0.0,10.0,560.0,挂牌协议交易
2023-03-13,CEA,56.0,56.0,56.0,56.0,0.0,510.0,28560.0,挂牌协议交易
2023-03-14,CEA,56.0,56.5,56.0,56.0,0.0,1010.0,56565.0,挂牌协议交易
2023-03-15,CEA,56.0,56.0,56.0,56.0,0.0,1000.0,56000.0,挂牌协议交易
2023-03-16,CEA,56.0,56.0,56.0,56.0,0.0,500.0,28000.0,挂牌协议交易
2023-03-17,CEA,57.5,57.5,55.0,56.75,1.34,1001.0,56805.0,挂牌协议交易
2023-03-20,CEA,57.0,57.0,57.0,57.0,0.44,175.0,9975.0,挂牌协议交易
2023-03-21,CEA,56.0,56.0,56.0,56.0,-1.75,1000.0,56000.0,挂牌协议交易
2023-03-22,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-03-23,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-03-24,CEA,56.0,56.0,56.0,56.0,0.0,10.0,560.0,挂牌协议交易
2023-03-27,CEA,56.0,56.0,56.0,56.0,0.0,8900.0,498400.0,挂牌协议交易
2023-03-28,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-03-28,CEA,56.0,56.0,56.0,56.0,0.0,476000.0,24558240.0,大宗协议交易
2023-03-29,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-03-30,CEA,56.7,56.7,56.0,56.7,1.25,8830.0,500654.0,挂牌协议交易
2023-03-30,CEA,56.7,56.7,56.0,56.7,1.25,300000.0,14272000.0,大宗协议交易
2023-03-31,CEA,56.0,56.0,56.0,56.0,-1.23,2737.0,153272.0,挂牌协议交易
2023-04-03,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-04-03,CEA,56.0,56.0,56.0,56.0,0.0,400000.0,22440000.0,大宗协议交易
2023-04-04,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-04-06,CEA,56.0,56.0,50.5,50.52,-9.79,10037.0,507072.0,挂牌协议交易
2023-04-07,CEA,55.4,55.4,55.4,55.4,9.66,10.0,554.0,挂牌协议交易
2023-04-10,CEA,56.0,56.0,56.0,56.0,1.08,29990.0,1679440.0,挂牌协议交易
2023-04-11,CEA,56.0,56.0,56.0,56.0,0.0,10.0,560.0,挂牌协议交易
2023-04-12,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-04-13,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-04-14,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-04-17,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-04-18,CEA,56.0,56.0,56.0,56.0,0.0,10.0,560.0,挂牌协议交易
2023-04-19,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-04-20,CEA,56.0,56.0,53.0,53.4,-4.64,750.0,40050.0,挂牌协议交易
2023-04-20,CEA,56.0,56.0,53.0,53.4,-4.64,300000.0,12888000.0,大宗协议交易
2023-04-21,CEA,53.4,53.4,53.4,53.4,0.0,10.0,534.0,挂牌协议交易
2023-04-21,CEA,53.4,53.4,53.4,53.4,0.0,300000.0,17250000.0,大宗协议交易
2023-04-24,CEA,53.4,53.4,53.4,53.4,0.0,10.0,534.0,挂牌协议交易
2023-04-25,CEA,53.4,53.4,53.4,53.4,0.0,500.0,26700.0,挂牌协议交易
2023-04-26,CEA,56.0,56.0,53.4,54.92,2.85,10510.0,577260.0,挂牌协议交易
2023-04-27,CEA,55.0,55.0,55.0,55.0,0.15,110.0,6050.0,挂牌协议交易
2023-04-28,CEA,55.0,55.0,55.0,55.0,0.0,10.0,550.0,挂牌协议交易
2023-05-04,CEA,55.5,55.5,55.5,55.5,0.91,10.0,555.0,挂牌协议交易
2023-05-05,CEA,55.5,55.5,55.5,55.5,0.0,11.0,610.5,挂牌协议交易
2023-05-08,CEA,56.0,56.0,56.0,56.0,0.9,15000.0,840000.0,挂牌协议交易
2023-05-08,CEA,56.0,56.0,56.0,56.0,0.9,100000.0,5750000.0,大宗协议交易
2023-05-09,CEA,56.0,56.5,56.0,56.0,0.0,42317.0,2369752.5,挂牌协议交易
2023-05-09,CEA,56.0,56.5,56.0,56.0,0.0,100000.0,5480000.0,大宗协议交易
2023-05-10,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-05-11,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-05-12,CEA,56.0,56.0,56.0,56.0,0.0,10.0,560.0,挂牌协议交易
2023-05-15,CEA,56.0,56.0,56.0,56.0,0.0,100.0,5600.0,挂牌协议交易
2023-05-15,CEA,56.0,56.0,56.0,56.0,0.0,100000.0,5710000.0,大宗协议交易
2023-05-16,CEA,56.5,56.5,56.5,56.5,0.89,100.0,5650.0,挂牌协议交易
2023-05-17,CEA,56.0,56.5,56.0,56.25,-0.44,200.0,11250.0,挂牌协议交易
2023-05-17,CEA,56.0,56.5,56.0,56.25,-0.44,362500.0,20417500.0,大宗协议交易
2023-05-18,CEA,56.5,58.0,56.5,57.93,2.99,210.0,12165.0,挂牌协议交易
2023-05-18,CEA,56.5,58.0,56.5,57.93,2.99,362500.0,20417500.0,大宗协议交易
2023-05-19,CEA,57.0,57.0,57.0,57.0,-1.61,10.0,570.0,挂牌协议交易
2023-05-22,CEA,56.0,60.0,56.0,57.21,0.37,71792.0,4106868.0,挂牌协议交易
2023-05-23,CEA,56.5,57.0,56.0,56.0,-2.12,49813.0,2789633.0,挂牌协议交易
2023-05-24,CEA,57.0,57.0,57.0,57.0,1.79,3410.0,194370.0,挂牌协议交易
2023-05-25,CEA,57.0,57.0,57.0,57.0,0.0,10.0,570.0,挂牌协议交易
2023-05-26,CEA,57.0,57.0,57.0,57.0,0.0,10.0,570.0,挂牌协议交易
2023-05-29,CEA,57.0,57.0,57.0,57.0,0.0,1000.0,57000.0,挂牌协议交易
2023-05-30,CEA,57.0,57.0,57.0,57.0,0.0,5524.0,314868.0,挂牌协议交易
2023-05-31,CEA,58.01,59.0,58.01,58.5,2.63,17107.0,1000740.01,挂牌协议交易
2023-06-01,CEA,57.5,58.0,57.5,57.51,-1.69,510.0,29330.0,挂牌协议交易
2023-06-02,CEA,58.5,58.5,58.5,58.5,1.72,1000.0,58500.0,挂牌协议交易
2023-06-02,CEA,58.5,58.5,58.5,58.5,1.72,100000.0,4296000.0,大宗协议交易
2023-06-05,CEA,58.5,58.5,58.5,58.5,0.0,1000.0,58500.0,挂牌协议交易
2023-06-06,CEA,58.5,58.5,58.5,58.5,0.0,1000.0,58500.0,挂牌协议交易
2023-06-07,CEA,58.5,58.5,58.5,58.5,0.0,1000.0,58500.0,挂牌协议交易
2023-06-08,CEA,58.6,58.6,58.6,58.6,0.17,560.0,32816.0,挂牌协议交易
2023-06-09,CEA,58.5,58.5,58.5,58.5,-0.17,1000.0,58500.0,挂牌协议交易
2023-06-09,CEA,58.5,58.5,58.5,58.5,-0.17,100000.0,4296000.0,大宗协议交易
2023-06-12,CEA,57.0,57.0,57.0,57.0,-2.56,291000.0,16587000.0,挂牌协议交易
2023-06-13,CEA,57.0,57.0,57.0,57.0,0.0,1000.0,57000.0,挂牌协议交易
2023-06-14,CEA,57.0,57.0,57.0,57.0,0.0,1000.0,57000.0,挂牌协议交易
2023-06-15,CEA,57.0,57.0,57.0,57.0,0.0,1000.0,57000.0,挂牌协议交易
2023-06-16,CEA,57.8,57.8,57.8,57.8,1.4,177700.0,10271060.0,挂牌协议交易
2023-06-19,CEA,57.8,57.8,57.8,57.8,0.0,323300.0,18686740.0,挂牌协议交易
2023-06-20,CEA,57.5,57.8,57.5,57.53,-0.47,401000.0,23070100.0,挂牌协议交易
2023-06-21,CEA,57.0,59.0,57.0,57.0,-0.92,1001.0,57059.0,挂牌协议交易
2023-06-21,CEA,57.0,59.0,57.0,57.0,-0.92,400000.0,17184000.0,大宗协议交易
2023-06-26,CEA,57.4,57.4,57.4,57.4,0.7,1000.0,57400.0,挂牌协议交易
2023-06-27,CEA,57.5,57.5,57.4,57.4,0.0,1001.0,57457.5,挂牌协议交易
2023-06-28,CEA,57.5,57.5,57.5,57.5,0.17,1000.0,57500.0,挂牌协议交易
2023-06-29,CEA,58.0,58.0,57.5,57.98,0.83,20140.0,1167620.0,挂牌协议交易
2023-06-29,CEA,58.0,58.0,57.5,57.98,0.83,200000.0,11630000.0,大宗协议交易
2023-06-30,CEA,60.0,60.0,60.0,60.0,3.48,501.0,30060.0,挂牌协议交易
2023-06-30,CEA,60.0,60.0,60.0,60.0,3.48,275748.0,16544880.0,大宗协议交易
2023-07-03,CEA,60.0,60.0,60.0,60.0,0.0,500.0,30000.0,挂牌协议交易
2023-07-04,CEA,60.0,60.0,60.0,60.0,0.0,1000.0,60000.0,挂牌协议交易
2023-07-04,CEA,60.0,60.0,60.0,60.0,0.0,200000.0,10932000.0,大宗协议交易
2023-07-05,CEA,60.0,60.0,60.0,60.0,0.0,1000.0,60000.0,挂牌协议交易
2023-07-05,CEA,60.0,60.0,60.0,60.0,0.0,650000.0,27924000.0,大宗协议交易
2023-07-06,CEA,59.0,60.0,58.0,59.0,-1.67,401020.0,23659200.0,挂牌协议交易
2023-07-07,CEA,57.0,60.0,57.0,58.17,-1.41,82000.0,4770000.0,挂牌协议交易
2023-07-07,CEA,57.0,60.0,57.0,58.17,-1.41,193201.0,10560366.66,大宗协议交易
2023-07-10,CEA,59.0,59.0,59.0,59.0,1.43,1000.0,59000.0,挂牌协议交易
2023-07-10,CEA,59.0,59.0,59.0,59.0,1.43,150000.0,8925000.0,大宗协议交易
2023-07-11,CEA,60.0,60.0,60.0,60.0,1.69,1020.0,61200.0,挂牌协议交易
2023-07-12,CEA,59.0,60.0,59.0,59.75,-0.42,11923.0,712380.0,挂牌协议交易
2023-07-12,CEA,59.0,60.0,59.0,59.75,-0.42,100000.0,5000000.0,大宗协议交易
2023-07-13,CEA,60.0,60.0,60.0,60.0,0.42,60000.0,3600000.0,挂牌协议交易
2023-07-14,CEA,60.0,60.0,60.0,60.0,0.0,120078.0,7204680.0,挂牌协议交易
2023-07-14,CEA,60.0,60.0,60.0,60.0,0.0,250000.0,15000000.0,大宗协议交易
2023-07-17,CEA,60.0,60.0,60.0,60.0,0.0,111000.0,6660000.0,挂牌协议交易
2023-07-18,CEA,65.0,65.0,61.0,61.02,1.7,503.0,30695.0,挂牌协议交易
2023-07-19,CEA,61.0,61.0,61.0,61.0,-0.03,500.0,30500.0,挂牌协议交易
2023-07-20,CEA,61.0,61.0,61.0,61.0,0.0,500.0,30500.0,挂牌协议交易
2023-07-21,CEA,64.0,64.0,61.0,63.43,3.98,2700.0,171250.0,挂牌协议交易
2023-07-21,CEA,64.0,64.0,61.0,63.43,3.98,318516.0,18448768.0,大宗协议交易
2023-07-24,CEA,64.0,64.0,64.0,64.0,0.9,500.0,32000.0,挂牌协议交易
2023-07-24,CEA,64.0,64.0,64.0,64.0,0.9,100000.0,5600000.0,大宗协议交易
2023-07-25,CEA,64.0,64.0,64.0,64.0,0.0,500.0,32000.0,挂牌协议交易
2023-07-26,CEA,58.23,64.0,58.23,61.12,-4.5,2000.0,122230.0,挂牌协议交易
2023-07-26,CEA,58.23,64.0,58.23,61.12,-4.5,200000.0,12700000.0,大宗协议交易
2023-07-27,CEA,64.0,64.0,64.0,64.0,4.71,5000.0,320000.0,挂牌协议交易
2023-07-28,CEA,58.4,64.0,58.4,61.05,-4.61,3800.0,232000.0,挂牌协议交易
2023-07-31,CEA,62.0,65.0,62.0,64.74,6.04,41000.0,2654500.0,挂牌协议交易
2023-08-01,CEA,65.0,65.0,62.6,64.99,0.39,38847.0,2524575.0,挂牌协议交易
2023-08-01,CEA,65.0,65.0,62.6,64.99,0.39,105713.0,6554206.0,大宗协议交易
2023-08-02,CEA,65.0,65.0,64.0,64.97,-0.03,32380.0,2103800.0,挂牌协议交易
2023-08-03,CEA,65.0,65.0,64.0,64.27,-1.08,106739.0,6859674.0,挂牌协议交易
2023-08-03,CEA,65.0,65.0,64.0,64.27,-1.08,219800.0,13957300.0,大宗协议交易
2023-08-04,CEA,66.0,66.0,66.0,66.0,2.69,10000.0,660000.0,挂牌协议交易
2023-08-07,CEA,66.0,66.0,66.0,66.0,0.0,108140.0,7137240.0,挂牌协议交易
2023-08-07,CEA,66.0,66.0,66.0,66.0,0.0,112000.0,6944000.0,大宗协议交易
2023-08-08,CEA,67.0,67.0,67.0,67.0,1.52,17000.0,1139000.0,挂牌协议交易
2023-08-09,CEA,67.8,69.0,67.8,67.93,1.39,68160.0,4630040.0,挂牌协议交易
2023-08-09,CEA,67.8,69.0,67.8,67.93,1.39,240000.0,16080000.0,大宗协议交易
2023-08-10,CEA,68.9,70.0,68.9,69.52,2.34,22200.0,1543280.0,挂牌协议交易
2023-08-10,CEA,68.9,70.0,68.9,69.52,2.34,150000.0,10050000.0,大宗协议交易
2023-08-11,CEA,70.0,70.0,69.5,69.9,0.55,9034.0,631432.5,挂牌协议交易
2023-08-11,CEA,70.0,70.0,69.5,69.9,0.55,110000.0,7370000.0,大宗协议交易
2023-08-14,CEA,67.1,71.0,67.1,68.33,-2.25,82112.0,5610732.0,挂牌协议交易
2023-08-14,CEA,67.1,71.0,67.1,68.33,-2.25,400000.0,20800000.0,大宗协议交易
2023-08-15,CEA,72.0,72.0,69.8,70.07,2.55,18609.0,1303865.0,挂牌协议交易
2023-08-16,CEA,70.0,70.0,70.0,70.0,-0.1,6147.0,430290.0,挂牌协议交易
2023-08-17,CEA,70.1,72.0,70.1,70.1,0.14,20002.0,1402142.2,挂牌协议交易
2023-08-17,CEA,70.1,72.0,70.1,70.1,0.14,1033900.0,57300850.0,大宗协议交易
2023-08-18,CEA,72.0,73.0,72.0,72.85,3.92,1298.0,94554.0,挂牌协议交易
2023-08-18,CEA,72.0,73.0,72.0,72.85,3.92,1483500.0,87183000.0,大宗协议交易
2023-08-21,CEA,67.5,67.5,67.5,67.5,-7.34,10123.0,683302.5,挂牌协议交易
2023-08-22,CEA,67.2,74.0,67.2,72.73,7.75,45328.0,3296741.6,挂牌协议交易
2023-08-22,CEA,67.2,74.0,67.2,72.73,7.75,370000.0,18500000.0,大宗协议交易
2023-08-23,CEA,75.0,75.0,74.0,74.76,2.79,84992.0,6354222.0,挂牌协议交易
2023-08-23,CEA,75.0,75.0,74.0,74.76,2.79,784816.0,49053033.47,大宗协议交易
2023-08-24,CEA,67.9,75.0,67.9,72.3,-3.29,42621.0,3081405.95,挂牌协议交易
2023-08-24,CEA,67.9,75.0,67.9,72.3,-3.29,371400.0,25049840.0,大宗协议交易
2023-08-25,CEA,66.02,75.0,66.02,73.06,1.05,24744.0,1807758.84,挂牌协议交易
2023-08-25,CEA,66.02,75.0,66.02,73.06,1.05,1199703.0,73933962.0,大宗协议交易
